Sample_ID,mean_expr,std_expr,max_expr
ACH-001835,4.822169360399999,2.633685613089039,11.52825874
ACH-001396,3.6465370207999994,3.268547631932207,11.7984718
ACH-001430,4.6974061978999995,3.414577986889308,12.2142584
ACH-001677,4.9739160649,3.1905875175890994,11.24739352
ACH-001232,5.1400038730999995,3.19889247234091,12.52287573
ACH-000716,5.631310958999999,2.6682790467083697,12.56312476
ACH-001751,4.50961158,2.828745947656756,11.77840572
ACH-001555,4.864615293599999,3.1011970869357435,11.81141483
ACH-001818,4.7018139435999995,2.8091644115774197,12.0098636
ACH-000502,4.5501517943,2.872686110213513,11.53104024
ACH-001540,4.1964073327,3.0935231209902536,11.5282099
ACH-001607,6.1806492293,3.0394658070387544,11.96971028
ACH-000677,5.068947316800001,2.9675322243202555,11.91333824
ACH-001414,4.6911650476,3.163819195450938,11.65535183
ACH-000469,5.171685000999999,2.7903774577844054,12.30580526
ACH-001031,4.4038130045,2.937311122115097,11.79173269
ACH-001057,4.708547697099999,3.5874132038846844,12.26455989
ACH-001134,4.0033701669,3.663866110688277,12.64691866
ACH-001391,5.013413558999999,3.037204814727019,11.35606676
ACH-001407,5.7551845252,2.5502734041001363,12.30226764
ACH-000991,5.891408230800001,2.098833693325612,11.18809426
ACH-001736,4.9027152612,2.780860280270719,10.68229237
ACH-002011,4.59991611,2.833032739677222,11.15955603
ACH-001041,4.6078143142,2.6450255644286327,10.4252159
ACH-001628,5.1017430783,2.713818680886468,11.65611198
ACH-001433,4.577615343400001,2.7900177605049663,11.03953598
ACH-001061,4.821429548399999,3.153948183777487,12.29975179
ACH-001328,4.7534623233,3.042459712311669,11.54588152
ACH-001344,4.923709341,3.2403082531502365,12.69058733
ACH-001530,4.7534441457,2.835868628880347,12.10450047
ACH-001128,5.0730074006,2.7053282574622006,11.93763129
ACH-001335,5.2102551233,2.511522201974699,11.17073879
ACH-000567,6.189121607999999,2.918248535114105,11.73454028
ACH-001301,4.3217583217,3.2777389989672074,11.95677544
ACH-001030,4.666856749300001,3.5250922256777777,13.15805737
ACH-001857,5.082527653500001,2.807108950589143,11.6169623
ACH-001402,5.8813048599,3.0210692382220308,13.70336289
ACH-001459,3.7319685003,3.088679560353991,11.75292417
ACH-001557,4.9409688011,3.093441940569895,12.46147945
ACH-001278,4.8644711109,2.7978611672846534,11.16603752
ACH-001856,4.5398167736,3.378763765682009,12.51353022
ACH-001484,4.6917584965,3.239712668050691,12.27219236
ACH-001510,4.0211759422,3.1456094533893975,11.58810558
ACH-001650,5.5496370085999995,2.6990405768755834,12.19703235
ACH-001067,5.1084339058,2.710628869744833,11.63226822
ACH-001322,5.0115075233,2.752425532467484,11.97183091
ACH-000484,5.6800080347,2.8876495039136167,11.90501086
ACH-000516,5.567819149699999,2.749019418424076,12.87396311
ACH-001302,3.821877594400001,3.1971377325472132,11.69648945
ACH-001106,5.4984864905,3.3328174260355334,12.35358795
ACH-001461,3.8734965472000007,3.0420265933990467,11.47395937
ACH-001275,4.948095335300001,2.646146509055612,11.74634636
ACH-000726,4.882985098200001,2.6248611482906243,10.94060725
ACH-001277,5.426016476999999,2.4746691032812436,11.33226038
ACH-000949,5.7918056463,2.567672643209476,12.01670384
ACH-001279,5.1046841276,2.443513024200322,11.1586728
ACH-001645,4.6722715715000005,3.834022581266152,13.62616532
ACH-001624,4.2290656741,3.284166198512738,12.59637614
ACH-001303,3.771922704199999,3.4107557661734345,12.20652602
ACH-001568,3.4470752462,3.5469508015972937,12.35579155
ACH-001750,4.6977515141,2.8296474388430655,11.60506276
ACH-000439,4.6018142728,3.3891459641630624,11.99862569
ACH-002016,5.048837712900001,2.799598246420283,12.29980902
ACH-000206,4.925131583699999,3.233055277366863,12.25547123
ACH-001283,4.0802504903,3.4625474022864964,12.40886044
ACH-002001,4.4146091076,2.9548387826357607,12.21953157
ACH-001270,5.4616564258,2.840074244490233,12.3392933
ACH-001183,5.0139242563,3.0905700957419535,12.01708677
ACH-001336,5.0479626453,2.711053488402909,11.21844215
ACH-002005,4.654422712199999,2.971703557306767,11.92284453
ACH-001458,4.3432633243,3.1258480968407087,11.68216067
ACH-000917,5.255416234300001,2.502957943436715,11.64777319
ACH-001651,5.0433484138,3.0594609230143157,12.32133624
ACH-002003,4.2470715546,3.011414987960357,12.27525154
ACH-000489,5.1693582779,2.3272206257807264,10.8720592
ACH-001559,4.906048484000001,3.1008430388107873,12.21856324
ACH-001280,4.8538534089,2.9520769053897555,11.69405312
ACH-001556,4.982030244700001,3.033776901440313,11.95455985
ACH-000002,4.1940539824,3.321680796468847,11.18926862
ACH-001132,4.926040835300001,3.2369608736262694,12.71816895
ACH-001034,4.668959127999999,3.3870594352740064,11.85972889
ACH-000230,4.4493867512,3.0855645735798984,12.74323556
ACH-001715,4.2784303391,3.5274484552871854,12.72928085
ACH-000197,5.565321923799999,3.03336402562769,12.05015475
ACH-001521,5.4166785638,2.638346748208784,11.47558145
ACH-000649,4.6903121454,3.048265242357319,12.08111723
ACH-001802,4.9072103024,2.87860982476186,12.58301223
ACH-001554,4.5728941595000006,2.906163157993873,11.37411572
ACH-000970,5.710137317400001,2.5073124692861164,12.11120089
ACH-001494,3.7158412478000002,3.028930090074512,11.20957521
ACH-001538,5.8178445564,2.5797315053787417,11.92329034
ACH-000626,4.854391033800001,2.6709039388921183,11.15000109
ACH-000125,5.119698945400001,2.4852931583126963,11.95466889
ACH-001109,5.2772548889,2.4782242342134215,11.11984896
ACH-001111,4.4394925044,3.61061072076612,12.57319746
ACH-000271,5.3080198074,3.3390870953636487,12.56545914
ACH-001289,4.2742857991,2.787975192468873,11.20634286
ACH-001670,4.122322383499999,3.747447929477635,11.84999144
ACH-001567,4.1442103818,3.2580778668090775,12.52625469
ACH-001536,3.8786747939999997,3.387617929077662,12.17835362
ACH-000765,5.406943069,2.9075891747103952,12.14532718
ACH-001368,4.7634137505,2.8876254049651013,12.16898544
ACH-001038,4.429084444900001,3.2648746517219247,11.59567708
ACH-001380,5.159848575499999,2.7408616667911754,11.94562672
ACH-001353,4.2241475383000004,2.6652593198951635,10.99258434
ACH-002004,4.5536165888,3.2995994464767286,12.69601121
ACH-001345,4.686347569800001,3.071920924865081,11.72766524
ACH-001295,4.004495217800001,3.0054969416977335,11.39290769
ACH-001562,4.992808795900001,3.1328350998716825,11.6288556
ACH-001819,4.602496014,2.945901810784784,11.21140164
ACH-001796,4.738202618100001,2.979237102876469,12.27824617
ACH-001711,4.8201051378,3.174010935328078,11.79429401
ACH-000568,3.9632470704000005,3.191706179087254,12.1448494
ACH-000719,3.9015451597000004,3.1478337029124126,11.5934845
ACH-001674,4.781642969600001,3.1953103916506898,12.39927792
ACH-001843,4.425486081400001,3.366919662991173,12.01499682
ACH-001524,4.9621076578,2.584825443897476,11.3416856
ACH-000778,5.4437630882,3.0479927984728503,12.57676776
ACH-001848,4.1402667159,3.0681954811572534,11.83869182
ACH-001096,4.8297104304000005,2.9728854864298793,12.65253131
ACH-001360,5.440634495199999,2.927042354219378,11.92262157
ACH-001375,4.939860664799999,2.8919037285242206,11.63617144
ACH-001228,5.375642179,2.3825144962869658,11.32125167
ACH-001845,4.8998369213,2.7911525961873016,10.72032977
